"exp","subject","contest","strong_strength","strong_incentive","weak_strength","weak_incentive","incentive"
"exp2",66,2,9.5,65,6.5,95,95
"exp2",66,2,9.5,65,9.5,65,65
"exp2",66,3,8,75,5,125,120
"exp2",66,3,8,75,6.5,95,90
"exp2",66,3,8,75,8,75,70
"exp2",66,4,6.5,95,5,125,95
"exp2",66,4,6.5,95,5.5,115,110
"exp2",66,4,6.5,95,6.5,95,90
"exp2",66,5,7.5,85,5,125,80
"exp2",66,5,7.5,85,6,105,80
"exp2",66,5,7.5,85,7.5,85,80
"exp2",67,1,9.5,65,5,125,100
"exp2",67,1,9.5,65,6.5,95,95
"exp2",67,1,9.5,65,9.5,65,65
"exp2",67,2,6,105,5,125,105
"exp2",67,2,6,105,5.5,115,100
"exp2",67,2,6,105,6,105,105
"exp2",67,3,6.5,95,5,125,105
"exp2",67,3,6.5,95,5.5,115,105
"exp2",67,3,6.5,95,6.5,95,95
"exp2",67,4,8,75,5,125,105
"exp2",67,4,8,75,6.5,95,95
"exp2",67,4,8,75,8,75,75
"exp2",67,5,7.5,85,5,125,104
"exp2",67,5,7.5,85,6,105,95
"exp2",67,5,7.5,85,7.5,85,75
"exp2",68,1,9.5,65,5,125,40
"exp2",68,1,9.5,65,6.5,95,60
"exp2",68,1,9.5,65,9.5,65,30
"exp2",68,2,6.5,95,5,125,70
"exp2",68,2,6.5,95,5.5,115,60
"exp2",68,2,6.5,95,6.5,95,70
"exp2",68,3,6,105,5,125,60
"exp2",68,3,6,105,5.5,115,70
"exp2",68,3,6,105,6,105,60
"exp2",68,4,7.5,85,5,125,50
"exp2",68,4,7.5,85,6,105,60
"exp2",68,4,7.5,85,7.5,85,50
"exp2",68,5,8,75,5,125,60
"exp2",68,5,8,75,6.5,95,70
"exp2",68,5,8,75,8,75,50
"exp2",69,1,6.5,95,5,125,48
"exp2",69,1,6.5,95,5.5,115,45
"exp2",69,1,6.5,95,6.5,95,40
"exp2",69,2,7.5,85,5,125,65
"exp2",69,2,7.5,85,6,105,60
"exp2",69,2,7.5,85,7.5,85,30
"exp2",69,3,6,105,5,125,65
"exp2",69,3,6,105,5.5,115,62
"exp2",69,3,6,105,6,105,58
"exp2",69,4,8,75,5,125,55
"exp2",69,4,8,75,6.5,95,50
"exp2",69,4,8,75,8,75,30
"exp2",69,5,9.5,65,5,125,60
"exp2",69,5,9.5,65,6.5,95,58
"exp2",69,5,9.5,65,9.5,65,66
"exp2",70,1,6,105,5,125,125
"exp2",70,1,6,105,5.5,115,115
"exp2",70,1,6,105,6,105,105
"exp2",70,2,9.5,65,5,125,125
"exp2",70,2,9.5,65,6.5,95,95
"exp2",70,2,9.5,65,9.5,65,65
"exp2",70,3,7.5,85,5,125,110
"exp2",70,3,7.5,85,6,105,100
"exp2",70,3,7.5,85,7.5,85,85
"exp2",70,4,6.5,95,5,125,110
"exp2",70,4,6.5,95,5.5,115,100
"exp2",70,4,6.5,95,6.5,95,95
"exp2",70,5,8,75,5,125,80
"exp2",70,5,8,75,6.5,95,90
"exp2",70,5,8,75,8,75,75
"exp2",71,1,7.5,85,5,125,125
"exp2",71,1,7.5,85,6,105,105
"exp2",71,1,7.5,85,7.5,85,85
"exp2",71,2,6,105,5,125,125
"exp2",71,2,6,105,5.5,115,115
"exp2",71,2,6,105,6,105,105
"exp2",71,3,6.5,95,5,125,70
"exp2",71,3,6.5,95,5.5,115,70
"exp2",71,3,6.5,95,6.5,95,70
"exp2",71,4,9.5,65,5,125,40
"exp2",71,4,9.5,65,6.5,95,40
"exp2",71,4,9.5,65,9.5,65,40
"exp2",71,5,8,75,5,125,10
"exp2",71,5,8,75,6.5,95,10
"exp2",71,5,8,75,8,75,10
"exp2",72,1,6,105,5,125,130
"exp2",72,1,6,105,5.5,115,120
"exp2",72,1,6,105,6,105,105
"exp2",72,2,6.5,95,5,125,125
"exp2",72,2,6.5,95,5.5,115,115
"exp2",72,2,6.5,95,6.5,95,95
"exp2",72,3,7.5,85,5,125,105
"exp2",72,3,7.5,85,6,105,95
"exp2",72,3,7.5,85,7.5,85,75
"exp2",72,4,8,75,5,125,70
"exp2",72,4,8,75,6.5,95,65
"exp2",72,4,8,75,8,75,50
"exp2",72,5,9.5,65,5,125,50
"exp2",72,5,9.5,65,6.5,95,45
"exp2",72,5,9.5,65,9.5,65,45
"exp2",73,1,6.5,95,5,125,80
"exp2",73,1,6.5,95,5.5,115,80
"exp2",73,1,6.5,95,6.5,95,60
"exp2",73,2,7.5,85,5,125,70
"exp2",73,2,7.5,85,6,105,55
"exp2",73,2,7.5,85,7.5,85,50
"exp2",73,3,6,105,5,125,85
"exp2",73,3,6,105,5.5,115,75
"exp2",73,3,6,105,6,105,70
"exp2",73,4,9.5,65,5,125,40
"exp2",73,4,9.5,65,6.5,95,45
"exp2",73,4,9.5,65,9.5,65,35
"exp2",73,5,8,75,5,125,70
"exp2",73,5,8,75,6.5,95,60
"exp2",73,5,8,75,8,75,50
"exp2",74,1,8,75,5,125,60
"exp2",74,1,8,75,6.5,95,50
"exp2",74,1,8,75,8,75,45
"exp2",74,2,7.5,85,5,125,65
"exp2",74,2,7.5,85,6,105,55
"exp2",74,2,7.5,85,7.5,85,50
"exp2",74,3,9.5,65,5,125,65
"exp2",74,3,9.5,65,6.5,95,50
"exp2",74,3,9.5,65,9.5,65,35
"exp2",74,4,6,105,5,125,65
"exp2",74,4,6,105,5.5,115,60
"exp2",74,4,6,105,6,105,55
"exp2",74,5,6.5,95,5,125,65
"exp2",74,5,6.5,95,5.5,115,60
"exp2",74,5,6.5,95,6.5,95,50
"exp2",75,1,7.5,85,5,125,100
"exp2",75,1,7.5,85,6,105,95
"exp2",75,1,7.5,85,7.5,85,85
"exp2",75,2,6.5,95,5,125,125
"exp2",75,2,6.5,95,5.5,115,115
"exp2",75,2,6.5,95,6.5,95,85
"exp2",75,3,9.5,65,5,125,80
"exp2",75,3,9.5,65,6.5,95,80
"exp2",75,3,9.5,65,9.5,65,65
"exp2",75,4,6,105,5,125,120
"exp2",75,4,6,105,5.5,115,115
"exp2",75,4,6,105,6,105,105
"exp2",75,5,8,75,5,125,100
"exp2",75,5,8,75,6.5,95,100
"exp2",75,5,8,75,8,75,75
"exp2",76,1,6.5,95,5,125,125
"exp2",76,1,6.5,95,5.5,115,115
"exp2",76,1,6.5,95,6.5,95,95
"exp2",76,2,8,75,5,125,120
"exp2",76,2,8,75,6.5,95,90
"exp2",76,2,8,75,8,75,75
"exp2",76,3,6,105,5,125,115
"exp2",76,3,6,105,5.5,115,105
"exp2",76,3,6,105,6,105,105
"exp2",76,4,9.5,65,5,125,95
"exp2",76,4,9.5,65,6.5,95,95
"exp2",76,4,9.5,65,9.5,65,65
"exp2",76,5,7.5,85,5,125,100
"exp2",76,5,7.5,85,6,105,90
"exp2",76,5,7.5,85,7.5,85,85
"exp2",77,1,6,105,5,125,110
"exp2",77,1,6,105,5.5,115,115
"exp2",77,1,6,105,6,105,110
"exp2",77,2,6.5,95,5,125,120
"exp2",77,2,6.5,95,5.5,115,115
"exp2",77,2,6.5,95,6.5,95,100
"exp2",77,3,7.5,85,5,125,120
"exp2",77,3,7.5,85,6,105,105
"exp2",77,3,7.5,85,7.5,85,90
"exp2",77,4,9.5,65,5,125,120
"exp2",77,4,9.5,65,6.5,95,100
"exp2",77,4,9.5,65,9.5,65,70
"exp2",77,5,8,75,5,125,110
"exp2",77,5,8,75,6.5,95,95
"exp2",77,5,8,75,8,75,80
"exp2",78,1,7.5,85,5,125,1
"exp2",78,1,7.5,85,6,105,5
"exp2",78,1,7.5,85,7.5,85,5
"exp2",78,2,6.5,95,5,125,5
"exp2",78,2,6.5,95,5.5,115,20
"exp2",78,2,6.5,95,6.5,95,20
"exp2",78,3,9.5,65,5,125,1
"exp2",78,3,9.5,65,6.5,95,3
"exp2",78,3,9.5,65,9.5,65,4
"exp2",78,4,6,105,5,125,5
"exp2",78,4,6,105,5.5,115,8
"exp2",78,4,6,105,6,105,7
"exp2",78,5,8,75,5,125,2
"exp2",78,5,8,75,6.5,95,3
"exp2",78,5,8,75,8,75,1
"exp2",79,1,7.5,85,5,125,70
"exp2",79,1,7.5,85,6,105,60
"exp2",79,1,7.5,85,7.5,85,50
"exp2",79,2,6.5,95,5,125,60
"exp2",79,2,6.5,95,5.5,115,50
"exp2",79,2,6.5,95,6.5,95,50
"exp2",79,3,8,75,5,125,60
"exp2",79,3,8,75,6.5,95,50
"exp2",79,3,8,75,8,75,50
"exp2",79,4,6,105,5,125,60
"exp2",79,4,6,105,5.5,115,60
"exp2",79,4,6,105,6,105,60
"exp2",79,5,9.5,65,5,125,50
"exp2",79,5,9.5,65,6.5,95,50
"exp2",79,5,9.5,65,9.5,65,40
"exp2",80,1,8,75,5,125,100
"exp2",80,1,8,75,6.5,95,85
"exp2",80,1,8,75,8,75,85
"exp2",80,2,6,105,5,125,120
"exp2",80,2,6,105,5.5,115,132
"exp2",80,2,6,105,6,105,132
"exp2",80,3,7.5,85,5,125,95
"exp2",80,3,7.5,85,6,105,124
"exp2",80,3,7.5,85,7.5,85,132
"exp2",80,4,6.5,95,5,125,121
"exp2",80,4,6.5,95,5.5,115,143
"exp2",80,4,6.5,95,6.5,95,100
"exp2",80,5,9.5,65,5,125,124
"exp2",80,5,9.5,65,6.5,95,95
"exp2",80,5,9.5,65,9.5,65,132
"exp2",81,1,6,105,5,125,57
"exp2",81,1,6,105,5.5,115,55
"exp2",81,1,6,105,6,105,53
"exp2",81,2,7.5,85,5,125,50
"exp2",81,2,7.5,85,6,105,45
"exp2",81,2,7.5,85,7.5,85,40
"exp2",81,3,8,75,5,125,48
"exp2",81,3,8,75,6.5,95,44
"exp2",81,3,8,75,8,75,40
"exp2",81,4,9.5,65,5,125,44
"exp2",81,4,9.5,65,6.5,95,40
"exp2",81,4,9.5,65,9.5,65,34
"exp2",81,5,6.5,95,5,125,54
"exp2",81,5,6.5,95,5.5,115,52
"exp2",81,5,6.5,95,6.5,95,49
"exp2",82,1,7.5,85,5,125,100
"exp2",82,1,7.5,85,6,105,90
"exp2",82,1,7.5,85,7.5,85,40
"exp2",82,2,9.5,65,5,125,75
"exp2",82,2,9.5,65,6.5,95,70
"exp2",82,2,9.5,65,9.5,65,60
"exp2",82,3,8,75,5,125,70
"exp2",82,3,8,75,6.5,95,68
"exp2",82,3,8,75,8,75,65
"exp2",82,4,6.5,95,5,125,90
"exp2",82,4,6.5,95,5.5,115,85
"exp2",82,4,6.5,95,6.5,95,70
"exp2",82,5,6,105,5,125,80
"exp2",82,5,6,105,5.5,115,70
"exp2",82,5,6,105,6,105,60
"exp2",83,1,8,75,5,125,50
"exp2",83,1,8,75,6.5,95,65
"exp2",83,1,8,75,8,75,75
"exp2",83,2,6.5,95,5,125,65
"exp2",83,2,6.5,95,5.5,115,65
"exp2",83,2,6.5,95,6.5,95,50
"exp2",83,3,7.5,85,5,125,60
"exp2",83,3,7.5,85,6,105,50
"exp2",83,3,7.5,85,7.5,85,50
"exp2",83,4,9.5,65,5,125,65
"exp2",83,4,9.5,65,6.5,95,65
"exp2",83,4,9.5,65,9.5,65,30
"exp2",83,5,6,105,5,125,70
"exp2",83,5,6,105,5.5,115,65
"exp2",83,5,6,105,6,105,60
"exp2",84,1,7.5,85,5,125,90
"exp2",84,1,7.5,85,6,105,95
"exp2",84,1,7.5,85,7.5,85,60
"exp2",84,2,6,105,5,125,94
"exp2",84,2,6,105,5.5,115,96
"exp2",84,2,6,105,6,105,86
"exp2",84,3,9.5,65,5,125,75
"exp2",84,3,9.5,65,6.5,95,75
"exp2",84,3,9.5,65,9.5,65,40
"exp2",84,4,6.5,95,5,125,82
"exp2",84,4,6.5,95,5.5,115,75
"exp2",84,4,6.5,95,6.5,95,63
"exp2",84,5,8,75,5,125,64
"exp2",84,5,8,75,6.5,95,50
"exp2",84,5,8,75,8,75,44
"exp2",85,1,8,75,5,125,100
"exp2",85,1,8,75,6.5,95,85
"exp2",85,1,8,75,8,75,65
"exp2",85,2,7.5,85,5,125,95
"exp2",85,2,7.5,85,6,105,85
"exp2",85,2,7.5,85,7.5,85,80
"exp2",85,3,6.5,95,5,125,95
"exp2",85,3,6.5,95,5.5,115,95
"exp2",85,3,6.5,95,6.5,95,85
"exp2",85,4,6,105,5,125,100
"exp2",85,4,6,105,5.5,115,100
"exp2",85,4,6,105,6,105,95
"exp2",85,5,9.5,65,5,125,85
"exp2",85,5,9.5,65,6.5,95,70
"exp2",85,5,9.5,65,9.5,65,60
"exp2",86,1,6.5,95,5,125,105
"exp2",86,1,6.5,95,5.5,115,100
"exp2",86,1,6.5,95,6.5,95,90
"exp2",86,2,6,105,5,125,105
"exp2",86,2,6,105,5.5,115,100
"exp2",86,2,6,105,6,105,95
"exp2",86,3,9.5,65,5,125,90
"exp2",86,3,9.5,65,6.5,95,80
"exp2",86,3,9.5,65,9.5,65,50
"exp2",86,4,8,75,5,125,95
"exp2",86,4,8,75,6.5,95,80
"exp2",86,4,8,75,8,75,60
"exp2",86,5,7.5,85,5,125,95
"exp2",86,5,7.5,85,6,105,85
"exp2",86,5,7.5,85,7.5,85,70
"exp2",87,1,7.5,85,5,125,200
"exp2",87,1,7.5,85,6,105,200
"exp2",87,1,7.5,85,7.5,85,200
"exp2",87,2,8,75,5,125,200
"exp2",87,2,8,75,6.5,95,170
"exp2",87,2,8,75,8,75,150
"exp2",87,3,6,105,5,125,0
"exp2",87,3,6,105,5.5,115,0
"exp2",87,3,6,105,6,105,0
"exp2",87,4,9.5,65,5,125,190
"exp2",87,4,9.5,65,6.5,95,160
"exp2",87,4,9.5,65,9.5,65,130
"exp2",87,5,6.5,95,5,125,0
"exp2",87,5,6.5,95,5.5,115,0
"exp2",87,5,6.5,95,6.5,95,190
"exp2",88,1,8,75,5,125,80
"exp2",88,1,8,75,6.5,95,95
"exp2",88,1,8,75,8,75,65
"exp2",88,2,7.5,85,5,125,75
"exp2",88,2,7.5,85,6,105,85
"exp2",88,2,7.5,85,7.5,85,70
"exp2",88,3,6.5,95,5,125,90
"exp2",88,3,6.5,95,5.5,115,95
"exp2",88,3,6.5,95,6.5,95,75
"exp2",88,4,9.5,65,5,125,50
"exp2",88,4,9.5,65,6.5,95,60
"exp2",88,4,9.5,65,9.5,65,45
"exp2",88,5,6,105,5,125,100
"exp2",88,5,6,105,5.5,115,100
"exp2",88,5,6,105,6,105,95
"exp2",89,1,6.5,95,5,125,50
"exp2",89,1,6.5,95,5.5,115,90
"exp2",89,1,6.5,95,6.5,95,95
"exp2",89,2,6,105,5,125,100
"exp2",89,2,6,105,5.5,115,100
"exp2",89,2,6,105,6,105,100
"exp2",89,3,9.5,65,5,125,60
"exp2",89,3,9.5,65,6.5,95,60
"exp2",89,3,9.5,65,9.5,65,60
"exp2",89,4,8,75,5,125,65
"exp2",89,4,8,75,6.5,95,65
"exp2",89,4,8,75,8,75,65
"exp2",89,5,7.5,85,5,125,75
"exp2",89,5,7.5,85,6,105,75
"exp2",89,5,7.5,85,7.5,85,75
"exp2",90,1,9.5,65,5,125,70
"exp2",90,1,9.5,65,6.5,95,50
"exp2",90,1,9.5,65,9.5,65,45
"exp2",90,2,6.5,95,5,125,80
"exp2",90,2,6.5,95,5.5,115,75
"exp2",90,2,6.5,95,6.5,95,65
"exp2",90,3,7.5,85,5,125,80
"exp2",90,3,7.5,85,6,105,70
"exp2",90,3,7.5,85,7.5,85,60
"exp2",90,4,6,105,5,125,90
"exp2",90,4,6,105,5.5,115,80
"exp2",90,4,6,105,6,105,75
"exp2",90,5,8,75,5,125,80
"exp2",90,5,8,75,6.5,95,65
"exp2",90,5,8,75,8,75,50
"exp2",91,1,6,105,5,125,125
"exp2",91,1,6,105,5.5,115,115
"exp2",91,1,6,105,6,105,105
"exp2",91,2,9.5,65,5,125,65
"exp2",91,2,9.5,65,6.5,95,65
"exp2",91,2,9.5,65,9.5,65,65
"exp2",91,3,6.5,95,5,125,95
"exp2",91,3,6.5,95,5.5,115,95
"exp2",91,3,6.5,95,6.5,95,95
"exp2",91,4,7.5,85,5,125,85
"exp2",91,4,7.5,85,6,105,85
"exp2",91,4,7.5,85,7.5,85,85
"exp2",91,5,8,75,5,125,75
"exp2",91,5,8,75,6.5,95,75
"exp2",91,5,8,75,8,75,75
"exp2",92,1,9.5,65,5,125,125
"exp2",92,1,9.5,65,6.5,95,95
"exp2",92,1,9.5,65,9.5,65,65
"exp2",92,2,7.5,85,5,125,125
"exp2",92,2,7.5,85,6,105,105
"exp2",92,2,7.5,85,7.5,85,85
"exp2",92,3,6,105,5,125,105
"exp2",92,3,6,105,5.5,115,105
"exp2",92,3,6,105,6,105,105
"exp2",92,4,6.5,95,5,125,95
"exp2",92,4,6.5,95,5.5,115,95
"exp2",92,4,6.5,95,6.5,95,95
"exp2",92,5,8,75,5,125,75
"exp2",92,5,8,75,6.5,95,75
"exp2",92,5,8,75,8,75,75
"exp2",93,1,6,105,5,125,125
"exp2",93,1,6,105,5.5,115,115
"exp2",93,1,6,105,6,105,105
"exp2",93,2,9.5,65,5,125,115
"exp2",93,2,9.5,65,6.5,95,95
"exp2",93,2,9.5,65,9.5,65,65
"exp2",93,3,6.5,95,5,125,110
"exp2",93,3,6.5,95,5.5,115,95
"exp2",93,3,6.5,95,6.5,95,85
"exp2",93,4,8,75,5,125,100
"exp2",93,4,8,75,6.5,95,80
"exp2",93,4,8,75,8,75,60
"exp2",93,5,7.5,85,5,125,70
"exp2",93,5,7.5,85,6,105,65
"exp2",93,5,7.5,85,7.5,85,55
"exp2",94,1,7.5,85,5,125,70
"exp2",94,1,7.5,85,6,105,60
"exp2",94,1,7.5,85,7.5,85,50
"exp2",94,2,8,75,5,125,70
"exp2",94,2,8,75,6.5,95,60
"exp2",94,2,8,75,8,75,55
"exp2",94,3,6,105,5,125,65
"exp2",94,3,6,105,5.5,115,60
"exp2",94,3,6,105,6,105,55
"exp2",94,4,6.5,95,5,125,70
"exp2",94,4,6.5,95,5.5,115,60
"exp2",94,4,6.5,95,6.5,95,50
"exp2",94,5,9.5,65,5,125,70
"exp2",94,5,9.5,65,6.5,95,55
"exp2",94,5,9.5,65,9.5,65,45
"exp2",95,1,7.5,85,5,125,110
"exp2",95,1,7.5,85,6,105,95
"exp2",95,1,7.5,85,7.5,85,90
"exp2",95,2,9.5,65,5,125,65
"exp2",95,2,9.5,65,6.5,95,60
"exp2",95,2,9.5,65,9.5,65,55
"exp2",95,3,6,105,5,125,65
"exp2",95,3,6,105,5.5,115,55
"exp2",95,3,6,105,6,105,50
"exp2",95,4,8,75,5,125,70
"exp2",95,4,8,75,6.5,95,70
"exp2",95,4,8,75,8,75,65
"exp2",95,5,6.5,95,5,125,75
"exp2",95,5,6.5,95,5.5,115,70
"exp2",95,5,6.5,95,6.5,95,65
"exp2",96,1,8,75,5,125,75
"exp2",96,1,8,75,6.5,95,75
"exp2",96,1,8,75,8,75,75
"exp2",96,2,7.5,85,5,125,85
"exp2",96,2,7.5,85,6,105,85
"exp2",96,2,7.5,85,7.5,85,85
"exp2",96,3,9.5,65,5,125,65
"exp2",96,3,9.5,65,6.5,95,65
"exp2",96,3,9.5,65,9.5,65,65
"exp2",96,4,6.5,95,5,125,95
"exp2",96,4,6.5,95,5.5,115,95
"exp2",96,4,6.5,95,6.5,95,95
"exp2",96,5,6,105,5,125,105
"exp2",96,5,6,105,5.5,115,105
"exp2",96,5,6,105,6,105,105
"exp2",97,1,9.5,65,5,125,100
"exp2",97,1,9.5,65,6.5,95,80
"exp2",97,1,9.5,65,9.5,65,40
"exp2",97,2,8,75,5,125,100
"exp2",97,2,8,75,6.5,95,80
"exp2",97,2,8,75,8,75,60
"exp2",97,3,6,105,5,125,90
"exp2",97,3,6,105,5.5,115,80
"exp2",97,3,6,105,6,105,70
"exp2",97,4,6.5,95,5,125,90
"exp2",97,4,6.5,95,5.5,115,80
"exp2",97,4,6.5,95,6.5,95,70
"exp2",97,5,7.5,85,5,125,90
"exp2",97,5,7.5,85,6,105,80
"exp2",97,5,7.5,85,7.5,85,70
"exp2",98,1,7.5,85,5,125,125
"exp2",98,1,7.5,85,6,105,105
"exp2",98,1,7.5,85,7.5,85,85
"exp2",98,2,6.5,95,5,125,95
"exp2",98,2,6.5,95,5.5,115,95
"exp2",98,2,6.5,95,6.5,95,95
"exp2",98,3,8,75,5,125,65
"exp2",98,3,8,75,6.5,95,65
"exp2",98,3,8,75,8,75,65
"exp2",98,4,9.5,65,5,125,50
"exp2",98,4,9.5,65,6.5,95,50
"exp2",98,4,9.5,65,9.5,65,50
"exp2",98,5,6,105,5,125,50
"exp2",98,5,6,105,5.5,115,50
"exp2",98,5,6,105,6,105,40
