"exp","subject","contest","weight","contestant","select","incentive","total","min_incentive","strength"
"Exp3",51,2,7,"C",1,1,21,2,2
"Exp3",51,3,6,"A",1,35,37,40,9
"Exp3",51,3,6,"B",0,0,37,20,5
"Exp3",51,3,6,"C",1,2,37,2,2
"Exp3",52,1,10,"A",1,25,40,40,9
"Exp3",52,1,10,"B",1,15,40,20,5
"Exp3",52,1,10,"C",0,0,40,2,2
"Exp3",52,2,7,"A",1,30,50,40,9
"Exp3",52,2,7,"B",1,20,50,20,5
"Exp3",52,2,7,"C",0,0,50,2,2
"Exp3",52,3,6,"A",0,0,30,40,9
"Exp3",52,3,6,"B",1,20,30,20,5
"Exp3",52,3,6,"C",1,10,30,2,2
"Exp3",53,1,10,"A",1,47,50,40,9
"Exp3",53,1,10,"B",0,0,50,20,5
"Exp3",53,1,10,"C",1,3,50,2,2
"Exp3",53,2,7,"A",0,0,31,40,9
"Exp3",53,2,7,"B",1,27,31,20,5
"Exp3",53,2,7,"C",1,4,31,2,2
"Exp3",53,3,6,"A",0,0,27,40,9
"Exp3",53,3,6,"B",1,24,27,20,5
"Exp3",53,3,6,"C",1,3,27,2,2
"Exp3",54,1,10,"A",0,0,29,40,9
"Exp3",54,1,10,"B",1,21,29,20,5
"Exp3",54,1,10,"C",1,8,29,2,2
"Exp3",54,2,7,"A",0,0,35,40,9
"Exp3",54,2,7,"B",1,25,35,20,5
"Exp3",54,2,7,"C",1,10,35,2,2
"Exp3",54,3,6,"A",0,0,33,40,9
"Exp3",54,3,6,"B",1,23,33,20,5
"Exp3",54,3,6,"C",1,10,33,2,2
"Exp3",55,1,10,"A",1,40,42,40,9
"Exp3",55,1,10,"B",0,0,42,20,5
"Exp3",55,1,10,"C",1,2,42,2,2
"Exp3",55,2,7,"A",0,0,22,40,9
"Exp3",55,2,7,"B",1,20,22,20,5
"Exp3",55,2,7,"C",1,2,22,2,2
"Exp3",55,3,6,"A",0,0,17,40,9
"Exp3",55,3,6,"B",1,15,17,20,5
"Exp3",55,3,6,"C",1,2,17,2,2
"Exp3",56,1,10,"A",1,40,50,40,9
"Exp3",56,1,10,"B",1,10,50,20,5
"Exp3",56,1,10,"C",0,0,50,2,2
"Exp3",56,2,7,"A",1,30,50,40,9
"Exp3",56,2,7,"B",1,20,50,20,5
"Exp3",56,2,7,"C",0,0,50,2,2
"Exp3",56,3,6,"A",1,30,50,40,9
"Exp3",56,3,6,"B",1,20,50,20,5
"Exp3",56,3,6,"C",0,0,50,2,2
"Exp3",57,1,10,"A",1,40,50,40,9
"Exp3",57,1,10,"B",0,0,50,20,5
"Exp3",57,1,10,"C",1,10,50,2,2
"Exp3",57,2,7,"A",0,0,40,40,9
"Exp3",57,2,7,"B",1,30,40,20,5
"Exp3",57,2,7,"C",1,10,40,2,2
"Exp3",57,3,6,"A",0,0,33,40,9
"Exp3",57,3,6,"B",1,25,33,20,5
"Exp3",57,3,6,"C",1,8,33,2,2
"Exp3",58,1,10,"A",1,30,40,40,9
"Exp3",58,1,10,"B",1,10,40,20,5
"Exp3",58,1,10,"C",0,0,40,2,2
"Exp3",58,2,7,"A",1,30,40,40,9
"Exp3",58,2,7,"B",1,10,40,20,5
"Exp3",58,2,7,"C",0,0,40,2,2
"Exp3",58,3,6,"A",1,30,40,40,9
"Exp3",58,3,6,"B",1,10,40,20,5
"Exp3",58,3,6,"C",0,0,40,2,2
"Exp3",59,1,10,"A",1,25,45,40,9
"Exp3",59,1,10,"B",1,20,45,20,5
"Exp3",59,1,10,"C",0,0,45,2,2
"Exp3",59,2,7,"A",0,0,22,40,9
"Exp3",59,2,7,"B",1,20,22,20,5
"Exp3",59,2,7,"C",1,2,22,2,2
"Exp3",59,3,6,"A",0,0,19,40,9
"Exp3",59,3,6,"B",1,17,19,20,5
"Exp3",59,3,6,"C",1,2,19,2,2
"Exp3",60,1,10,"A",0,0,50,40,9
"Exp3",60,1,10,"B",1,40,50,20,5
"Exp3",60,1,10,"C",1,10,50,2,2
"Exp3",60,2,7,"A",1,40,50,40,9
"Exp3",60,2,7,"B",1,10,50,20,5
"Exp3",60,2,7,"C",0,0,50,2,2
"Exp3",60,3,6,"A",0,0,24,40,9
"Exp3",60,3,6,"B",1,22,24,20,5
"Exp3",60,3,6,"C",1,2,24,2,2
"Exp3",61,1,10,"A",1,35,37,40,9
"Exp3",61,1,10,"B",0,0,37,20,5
"Exp3",61,1,10,"C",1,2,37,2,2
"Exp3",61,2,7,"A",1,35,37,40,9
"Exp3",61,2,7,"B",0,0,37,20,5
"Exp3",61,2,7,"C",1,2,37,2,2
"Exp3",61,3,6,"A",0,0,22,40,9
"Exp3",61,3,6,"B",1,20,22,20,5
"Exp3",61,3,6,"C",1,2,22,2,2
"Exp3",62,1,10,"A",1,30,40,40,9
"Exp3",62,1,10,"B",0,0,40,20,5
"Exp3",62,1,10,"C",1,10,40,2,2
"Exp3",62,2,7,"A",1,25,35,40,9
"Exp3",62,2,7,"B",0,0,35,20,5
"Exp3",62,2,7,"C",1,10,35,2,2
"Exp3",62,3,6,"A",1,20,40,40,9
"Exp3",62,3,6,"B",1,20,40,20,5
"Exp3",62,3,6,"C",0,0,40,2,2
"Exp3",63,1,10,"A",1,30,32,40,9
"Exp3",63,1,10,"B",0,0,32,20,5
"Exp3",63,1,10,"C",1,2,32,2,2
"Exp3",63,2,7,"A",0,0,22,40,9
"Exp3",63,2,7,"B",1,20,22,20,5
"Exp3",63,2,7,"C",1,2,22,2,2
"Exp3",63,3,6,"A",0,0,22,40,9
"Exp3",63,3,6,"B",1,20,22,20,5
"Exp3",63,3,6,"C",1,2,22,2,2
"Exp3",64,1,10,"A",1,40,50,40,9
"Exp3",64,1,10,"B",0,0,50,20,5
"Exp3",64,1,10,"C",1,10,50,2,2
"Exp3",64,2,7,"A",0,0,24,40,9
"Exp3",64,2,7,"B",1,20,24,20,5
"Exp3",64,2,7,"C",1,4,24,2,2
"Exp3",64,3,6,"A",0,0,24,40,9
"Exp3",64,3,6,"B",1,20,24,20,5
"Exp3",64,3,6,"C",1,4,24,2,2
"Exp3",65,1,10,"A",1,40,42,40,9
"Exp3",65,1,10,"B",0,0,42,20,5
"Exp3",65,1,10,"C",1,2,42,2,2
"Exp3",65,2,7,"A",0,0,22,40,9
"Exp3",65,2,7,"B",1,20,22,20,5
"Exp3",65,2,7,"C",1,2,22,2,2
"Exp3",65,3,6,"A",0,0,22,40,9
"Exp3",65,3,6,"B",1,20,22,20,5
"Exp3",65,3,6,"C",1,2,22,2,2
"Exp3",66,1,10,"A",1,30,50,40,9
"Exp3",66,1,10,"B",1,20,50,20,5
"Exp3",66,1,10,"C",0,0,50,2,2
"Exp3",66,2,7,"A",0,0,35,40,9
"Exp3",66,2,7,"B",1,25,35,20,5
"Exp3",66,2,7,"C",1,10,35,2,2
"Exp3",66,3,6,"A",0,0,35,40,9
"Exp3",66,3,6,"B",1,25,35,20,5
"Exp3",66,3,6,"C",1,10,35,2,2
"Exp3",67,1,10,"A",1,30,50,40,9
"Exp3",67,1,10,"B",1,20,50,20,5
"Exp3",67,1,10,"C",0,0,50,2,2
"Exp3",67,2,7,"A",1,20,35,40,9
"Exp3",67,2,7,"B",1,15,35,20,5
"Exp3",67,2,7,"C",0,0,35,2,2
"Exp3",67,3,6,"A",0,0,25,40,9
"Exp3",67,3,6,"B",1,20,25,20,5
"Exp3",67,3,6,"C",1,5,25,2,2
"Exp3",68,1,10,"A",0,0,42,40,9
"Exp3",68,1,10,"B",1,30,42,20,5
"Exp3",68,1,10,"C",1,12,42,2,2
"Exp3",68,2,7,"A",0,0,45,40,9
"Exp3",68,2,7,"B",1,25,45,20,5
"Exp3",68,2,7,"C",1,20,45,2,2
"Exp3",68,3,6,"A",0,0,36,40,9
"Exp3",68,3,6,"B",1,21,36,20,5
"Exp3",68,3,6,"C",1,15,36,2,2
"Exp3",69,1,10,"A",1,30,42,40,9
"Exp3",69,1,10,"B",1,12,42,20,5
"Exp3",69,1,10,"C",0,0,42,2,2
"Exp3",69,2,7,"A",1,30,45,40,9
"Exp3",69,2,7,"B",1,15,45,20,5
"Exp3",69,2,7,"C",0,0,45,2,2
"Exp3",69,3,6,"A",1,28,40,40,9
"Exp3",69,3,6,"B",1,12,40,20,5
"Exp3",69,3,6,"C",0,0,40,2,2
"Exp3",70,1,10,"A",1,40,42,40,9
"Exp3",70,1,10,"B",0,0,42,20,5
"Exp3",70,1,10,"C",1,2,42,2,2
"Exp3",70,2,7,"A",0,0,22,40,9
"Exp3",70,2,7,"B",1,20,22,20,5
"Exp3",70,2,7,"C",1,2,22,2,2
"Exp3",70,3,6,"A",0,0,19,40,9
"Exp3",70,3,6,"B",1,17,19,20,5
"Exp3",70,3,6,"C",1,2,19,2,2
"Exp3",71,1,10,"A",1,30,50,40,9
"Exp3",71,1,10,"B",1,20,50,20,5
"Exp3",71,1,10,"C",0,0,50,2,2
"Exp3",71,2,7,"A",0,0,25,40,9
"Exp3",71,2,7,"B",1,20,25,20,5
"Exp3",71,2,7,"C",1,5,25,2,2
"Exp3",71,3,6,"A",0,0,20,40,9
"Exp3",71,3,6,"B",1,17,20,20,5
"Exp3",71,3,6,"C",1,3,20,2,2
"Exp3",72,1,10,"A",1,40,50,40,9
"Exp3",72,1,10,"B",1,10,50,20,5
"Exp3",72,1,10,"C",0,0,50,2,2
"Exp3",72,2,7,"A",1,40,50,40,9
"Exp3",72,2,7,"B",1,10,50,20,5
"Exp3",72,2,7,"C",0,0,50,2,2
"Exp3",72,3,6,"A",1,40,50,40,9
"Exp3",72,3,6,"B",1,10,50,20,5
"Exp3",72,3,6,"C",0,0,50,2,2
"Exp3",73,1,10,"A",1,30,50,40,9
"Exp3",73,1,10,"B",1,20,50,20,5
"Exp3",73,1,10,"C",0,0,50,2,2
"Exp3",73,2,7,"A",1,30,50,40,9
"Exp3",73,2,7,"B",1,20,50,20,5
"Exp3",73,2,7,"C",0,0,50,2,2
"Exp3",73,3,6,"A",0,0,22,40,9
"Exp3",73,3,6,"B",1,20,22,20,5
"Exp3",73,3,6,"C",1,2,22,2,2
"Exp3",74,1,10,"A",1,20,40,40,9
"Exp3",74,1,10,"B",1,20,40,20,5
"Exp3",74,1,10,"C",0,0,40,2,2
"Exp3",74,2,7,"A",1,20,50,40,9
"Exp3",74,2,7,"B",1,30,50,20,5
"Exp3",74,2,7,"C",0,0,50,2,2
"Exp3",74,3,6,"A",1,20,50,40,9
"Exp3",74,3,6,"B",1,30,50,20,5
"Exp3",74,3,6,"C",0,0,50,2,2
"Exp3",75,1,10,"A",1,40,50,40,9
"Exp3",75,1,10,"B",1,10,50,20,5
"Exp3",75,1,10,"C",0,0,50,2,2
"Exp3",75,2,7,"A",1,30,50,40,9
"Exp3",75,2,7,"B",1,20,50,20,5
"Exp3",75,2,7,"C",0,0,50,2,2
"Exp3",75,3,6,"A",1,20,40,40,9
"Exp3",75,3,6,"B",1,20,40,20,5
"Exp3",75,3,6,"C",0,0,40,2,2
"Exp3",76,1,10,"A",1,40,42,40,9
"Exp3",76,1,10,"B",0,0,42,20,5
"Exp3",76,1,10,"C",1,2,42,2,2
"Exp3",76,2,7,"A",0,0,22,40,9
"Exp3",76,2,7,"B",1,20,22,20,5
"Exp3",76,2,7,"C",1,2,22,2,2
"Exp3",76,3,6,"A",0,0,22,40,9
"Exp3",76,3,6,"B",1,20,22,20,5
"Exp3",76,3,6,"C",1,2,22,2,2
"Exp3",77,1,10,"A",1,30,45,40,9
"Exp3",77,1,10,"B",1,15,45,20,5
"Exp3",77,1,10,"C",0,0,45,2,2
"Exp3",77,2,7,"A",0,0,22,40,9
"Exp3",77,2,7,"B",1,20,22,20,5
"Exp3",77,2,7,"C",1,2,22,2,2
"Exp3",77,3,6,"A",0,0,17,40,9
"Exp3",77,3,6,"B",1,15,17,20,5
"Exp3",77,3,6,"C",1,2,17,2,2
"Exp3",78,1,10,"A",1,40,50,40,9
"Exp3",78,1,10,"B",0,0,50,20,5
"Exp3",78,1,10,"C",1,10,50,2,2
"Exp3",78,2,7,"A",0,0,35,40,9
"Exp3",78,2,7,"B",1,25,35,20,5
"Exp3",78,2,7,"C",1,10,35,2,2
"Exp3",78,3,6,"A",0,0,32,40,9
"Exp3",78,3,6,"B",1,22,32,20,5
"Exp3",78,3,6,"C",1,10,32,2,2
"Exp3",79,1,10,"A",1,35,45,40,9
"Exp3",79,1,10,"B",0,0,45,20,5
"Exp3",79,1,10,"C",1,10,45,2,2
"Exp3",79,2,7,"A",1,40,40,40,9
"Exp3",79,2,7,"B",0,0,40,20,5
"Exp3",79,2,7,"C",1,0,40,2,2
"Exp3",79,3,6,"A",0,0,22,40,9
"Exp3",79,3,6,"B",1,20,22,20,5
"Exp3",79,3,6,"C",1,2,22,2,2
"Exp3",80,1,10,"A",1,35,37,40,9
"Exp3",80,1,10,"B",0,0,37,20,5
"Exp3",80,1,10,"C",1,2,37,2,2
"Exp3",80,2,7,"A",0,0,26,40,9
"Exp3",80,2,7,"B",1,22,26,20,5
"Exp3",80,2,7,"C",1,4,26,2,2
"Exp3",80,3,6,"A",0,0,26,40,9
"Exp3",80,3,6,"B",1,22,26,20,5
"Exp3",80,3,6,"C",1,4,26,2,2
"Exp3",81,1,10,"A",0,0,6,40,9
"Exp3",81,1,10,"B",1,4,6,20,5
"Exp3",81,1,10,"C",1,2,6,2,2
"Exp3",81,2,7,"A",1,5,13,40,9
"Exp3",81,2,7,"B",0,0,13,20,5
"Exp3",81,2,7,"C",1,8,13,2,2
"Exp3",81,3,6,"A",1,4,20,40,9
"Exp3",81,3,6,"B",1,16,20,20,5
"Exp3",81,3,6,"C",0,0,20,2,2
"Exp3",82,1,10,"A",1,25,48,40,9
"Exp3",82,1,10,"B",1,23,48,20,5
"Exp3",82,1,10,"C",0,0,48,2,2
"Exp3",82,2,7,"A",1,18,33,40,9
"Exp3",82,2,7,"B",1,15,33,20,5
"Exp3",82,2,7,"C",0,0,33,2,2
"Exp3",82,3,6,"A",1,17,30,40,9
"Exp3",82,3,6,"B",1,13,30,20,5
"Exp3",82,3,6,"C",0,0,30,2,2
"Exp3",83,1,10,"A",1,40,42,40,9
"Exp3",83,1,10,"B",0,0,42,20,5
"Exp3",83,1,10,"C",1,2,42,2,2
"Exp3",83,2,7,"A",0,0,22,40,9
"Exp3",83,2,7,"B",1,20,22,20,5
"Exp3",83,2,7,"C",1,2,22,2,2
"Exp3",83,3,6,"A",0,0,17,40,9
"Exp3",83,3,6,"B",1,15,17,20,5
"Exp3",83,3,6,"C",1,2,17,2,2
"Exp3",84,1,10,"A",1,40,50,40,9
"Exp3",84,1,10,"B",1,10,50,20,5
"Exp3",84,1,10,"C",0,0,50,2,2
"Exp3",84,2,7,"A",1,40,50,40,9
"Exp3",84,2,7,"B",1,10,50,20,5
"Exp3",84,2,7,"C",0,0,50,2,2
"Exp3",84,3,6,"A",1,45,50,40,9
"Exp3",84,3,6,"B",0,0,50,20,5
"Exp3",84,3,6,"C",1,5,50,2,2
"Exp3",85,1,10,"A",1,35,38,40,9
"Exp3",85,1,10,"B",0,0,38,20,5
"Exp3",85,1,10,"C",1,3,38,2,2
"Exp3",85,2,7,"A",0,0,22,40,9
"Exp3",85,2,7,"B",1,20,22,20,5
"Exp3",85,2,7,"C",1,2,22,2,2
"Exp3",85,3,6,"A",0,0,17,40,9
"Exp3",85,3,6,"B",1,15,17,20,5
"Exp3",85,3,6,"C",1,2,17,2,2
"Exp3",86,1,10,"A",1,42,50,40,9
"Exp3",86,1,10,"B",0,0,50,20,5
"Exp3",86,1,10,"C",1,8,50,2,2
"Exp3",86,2,7,"A",1,35,50,40,9
"Exp3",86,2,7,"B",0,0,50,20,5
"Exp3",86,2,7,"C",1,15,50,2,2
"Exp3",86,3,6,"A",1,30,50,40,9
"Exp3",86,3,6,"B",0,0,50,20,5
"Exp3",86,3,6,"C",1,20,50,2,2
"Exp3",87,1,10,"A",0,0,35,40,9
"Exp3",87,1,10,"B",1,25,35,20,5
"Exp3",87,1,10,"C",1,10,35,2,2
"Exp3",87,2,7,"A",0,0,27,40,9
"Exp3",87,2,7,"B",1,22,27,20,5
"Exp3",87,2,7,"C",1,5,27,2,2
"Exp3",87,3,6,"A",0,0,22,40,9
"Exp3",87,3,6,"B",1,20,22,20,5
"Exp3",87,3,6,"C",1,2,22,2,2
"Exp3",88,1,10,"A",1,41,50,40,9
"Exp3",88,1,10,"B",0,0,50,20,5
"Exp3",88,1,10,"C",1,9,50,2,2
"Exp3",88,2,7,"A",0,0,36,40,9
"Exp3",88,2,7,"B",1,25,36,20,5
"Exp3",88,2,7,"C",1,11,36,2,2
"Exp3",88,3,6,"A",1,30,41,40,9
"Exp3",88,3,6,"B",0,0,41,20,5
"Exp3",88,3,6,"C",1,11,41,2,2
"Exp3",89,1,10,"A",1,40,42,40,9
"Exp3",89,1,10,"B",0,0,42,20,5
"Exp3",89,1,10,"C",1,2,42,2,2
"Exp3",89,2,7,"A",0,0,22,40,9
"Exp3",89,2,7,"B",1,20,22,20,5
"Exp3",89,2,7,"C",1,2,22,2,2
"Exp3",89,3,6,"A",0,0,22,40,9
"Exp3",89,3,6,"B",1,20,22,20,5
"Exp3",89,3,6,"C",1,2,22,2,2
"Exp3",90,1,10,"A",1,40,50,40,9
"Exp3",90,1,10,"B",0,0,50,20,5
"Exp3",90,1,10,"C",1,10,50,2,2
"Exp3",90,2,7,"A",1,35,50,40,9
"Exp3",90,2,7,"B",0,0,50,20,5
"Exp3",90,2,7,"C",1,15,50,2,2
"Exp3",90,3,6,"A",1,25,50,40,9
"Exp3",90,3,6,"B",1,25,50,20,5
"Exp3",90,3,6,"C",0,0,50,2,2
"Exp3",91,1,10,"A",1,30,50,40,9
"Exp3",91,1,10,"B",1,20,50,20,5
"Exp3",91,1,10,"C",0,0,50,2,2
"Exp3",91,2,7,"A",0,0,40,40,9
"Exp3",91,2,7,"B",1,30,40,20,5
"Exp3",91,2,7,"C",1,10,40,2,2
"Exp3",91,3,6,"A",0,0,31,40,9
"Exp3",91,3,6,"B",1,25,31,20,5
"Exp3",91,3,6,"C",1,6,31,2,2
"Exp3",92,1,10,"A",1,25,30,40,9
"Exp3",92,1,10,"B",0,0,30,20,5
"Exp3",92,1,10,"C",1,5,30,2,2
"Exp3",92,2,7,"A",1,30,32,40,9
"Exp3",92,2,7,"B",0,0,32,20,5
"Exp3",92,2,7,"C",1,2,32,2,2
"Exp3",92,3,6,"A",0,0,22,40,9
"Exp3",92,3,6,"B",1,20,22,20,5
"Exp3",92,3,6,"C",1,2,22,2,2
"Exp3",93,1,10,"A",1,30,50,40,9
"Exp3",93,1,10,"B",1,20,50,20,5
"Exp3",93,1,10,"C",0,0,50,2,2
"Exp3",93,2,7,"A",1,35,50,40,9
"Exp3",93,2,7,"B",1,15,50,20,5
"Exp3",93,2,7,"C",0,0,50,2,2
"Exp3",93,3,6,"A",1,40,50,40,9
"Exp3",93,3,6,"B",1,10,50,20,5
"Exp3",93,3,6,"C",0,0,50,2,2
"Exp3",94,1,10,"A",1,40,42,40,9
"Exp3",94,1,10,"B",0,0,42,20,5
"Exp3",94,1,10,"C",1,2,42,2,2
"Exp3",94,2,7,"A",0,0,24,40,9
"Exp3",94,2,7,"B",1,21,24,20,5
"Exp3",94,2,7,"C",1,3,24,2,2
"Exp3",94,3,6,"A",1,41,43,40,9
"Exp3",94,3,6,"B",0,0,43,20,5
"Exp3",94,3,6,"C",1,2,43,2,2
"Exp3",95,1,10,"A",1,40,42,40,9
"Exp3",95,1,10,"B",0,0,42,20,5
"Exp3",95,1,10,"C",1,2,42,2,2
"Exp3",95,2,7,"A",0,0,22,40,9
"Exp3",95,2,7,"B",1,20,22,20,5
"Exp3",95,2,7,"C",1,2,22,2,2
"Exp3",95,3,6,"A",0,0,22,40,9
"Exp3",95,3,6,"B",1,20,22,20,5
"Exp3",95,3,6,"C",1,2,22,2,2
"Exp3",96,1,10,"A",1,40,42,40,9
"Exp3",96,1,10,"B",0,0,42,20,5
"Exp3",96,1,10,"C",1,2,42,2,2
"Exp3",96,2,7,"A",0,0,22,40,9
"Exp3",96,2,7,"B",1,20,22,20,5
"Exp3",96,2,7,"C",1,2,22,2,2
"Exp3",96,3,6,"A",0,0,20,40,9
"Exp3",96,3,6,"B",1,18,20,20,5
"Exp3",96,3,6,"C",1,2,20,2,2
"Exp3",97,1,10,"A",0,0,24,40,9
"Exp3",97,1,10,"B",1,21,24,20,5
"Exp3",97,1,10,"C",1,3,24,2,2
"Exp3",97,2,7,"A",0,0,25,40,9
"Exp3",97,2,7,"B",1,21,25,20,5
"Exp3",97,2,7,"C",1,4,25,2,2
"Exp3",97,3,6,"A",0,0,27,40,9
"Exp3",97,3,6,"B",1,22,27,20,5
"Exp3",97,3,6,"C",1,5,27,2,2
"Exp3",98,1,10,"A",1,25,45,40,9
"Exp3",98,1,10,"B",1,20,45,20,5
"Exp3",98,1,10,"C",0,0,45,2,2
"Exp3",98,2,7,"A",1,30,50,40,9
"Exp3",98,2,7,"B",1,20,50,20,5
"Exp3",98,2,7,"C",0,0,50,2,2
"Exp3",98,3,6,"A",1,20,35,40,9
"Exp3",98,3,6,"B",1,15,35,20,5
"Exp3",98,3,6,"C",0,0,35,2,2
"Exp3",99,1,10,"A",1,40,42,40,9
"Exp3",99,1,10,"B",0,0,42,20,5
"Exp3",99,1,10,"C",1,2,42,2,2
"Exp3",99,2,7,"A",0,0,22,40,9
"Exp3",99,2,7,"B",1,20,22,20,5
"Exp3",99,2,7,"C",1,2,22,2,2
"Exp3",99,3,6,"A",0,0,6,40,9
"Exp3",99,3,6,"B",1,4,6,20,5
"Exp3",99,3,6,"C",1,2,6,2,2
"Exp3",100,1,10,"A",1,35,50,40,9
"Exp3",100,1,10,"B",0,0,50,20,5
"Exp3",100,1,10,"C",1,15,50,2,2
"Exp3",100,2,7,"A",0,0,50,40,9
"Exp3",100,2,7,"B",1,35,50,20,5
"Exp3",100,2,7,"C",1,15,50,2,2
"Exp3",100,3,6,"A",0,0,46,40,9
"Exp3",100,3,6,"B",1,32,46,20,5
"Exp3",100,3,6,"C",1,14,46,2,2
"Exp3",101,1,10,"A",1,30,50,40,9
"Exp3",101,1,10,"B",1,20,50,20,5
"Exp3",101,1,10,"C",0,0,50,2,2
"Exp3",101,2,7,"A",1,30,50,40,9
"Exp3",101,2,7,"B",1,20,50,20,5
"Exp3",101,2,7,"C",0,0,50,2,2
"Exp3",101,3,6,"A",1,40,50,40,9
"Exp3",101,3,6,"B",1,10,50,20,5
"Exp3",101,3,6,"C",0,0,50,2,2
